Company Name,Product Name,Price,Quantity,Total Value,Date of Sale,Category,Region,Payment Method,Discount,Sales Representative,Sales Channel,Promotion,Product Category,Month of Sale,Revenue
Rogers Ltd,Research Support,55.44,70,3880.8,2025-01-27,Eletrônicos,Sul,Boleto,10,Jose Serrano,Online,Nenhuma,Eletrônicos,1,3880.7999999999997
"Young, Wong and Hahn",Should Research,455.85,53,24160.05,2025-02-21,Acessórios,Rio de Janeiro,Dinheiro,20,Robert Steele,Telemarketing,Black Friday,Roupas,2,24160.050000000003
Mitchell-Williams,Act Several,368.56,2,737.12,2025-02-09,Moda,Rio de Janeiro,Pix,0,Brian Bowman,Online,Nenhuma,Casa e Decoração,2,737.12
"Greer, Jackson and Vargas",While Avoid,352.81,100,35281.0,2025-02-13,Eletrônicos,Sul,Dinheiro,0,Sean Hobbs,Loja Física,Liquidação de Verão,Eletrônicos,2,35281.0
"Johnson, Jimenez and Martinez",Down Miss,16.77,42,704.34,2025-02-18,Alimentos,Nordeste,Pix,5,Adam Long,Loja Física,Nenhuma,Saúde e Beleza,2,704.34
Brown LLC,Area Four,480.4,29,13931.6,2025-01-16,Moda,Rio de Janeiro,Boleto,5,Dr. Christopher Mcbride,Loja Física,Black Friday,Casa e Decoração,1,13931.599999999999
Henderson-Weeks,Beat Water,268.78,3,806.34,2025-01-22,Acessórios,Rio de Janeiro,Boleto,5,Mark Gilmore,Telemarketing,Liquidação de Verão,Saúde e Beleza,1,806.3399999999999
Hart PLC,Others Our,435.02,19,8265.38,2025-01-19,Moda,Sul,Dinheiro,20,Heather Nolan,Online,Black Friday,Casa e Decoração,1,8265.38
"Thompson, Hill and Hunt",Side Little,42.58,78,3321.24,2025-01-15,Moda,Rio de Janeiro,Dinheiro,10,William Smith,Online,Nenhuma,Saúde e Beleza,1,3321.24
"Williams, Cook and Lang",Reality Education,264.48,97,25654.56,2025-02-25,Alimentos,Sul,Boleto,5,Jonathan Randolph,Telemarketing,Black Friday,Roupas,2,25654.56
Smith-Farley,Congress Beat,145.04,60,8702.4,2025-01-23,Eletrônicos,Rio de Janeiro,Pix,10,Nathan Harvey,Telemarketing,Nenhuma,Casa e Decoração,1,8702.4
"Adams, Bonilla and Allen",Accept Culture,272.1,34,9251.4,2025-01-26,Alimentos,Nordeste,Boleto,10,Megan Jefferson,Loja Física,Promoção de Natal,Roupas,1,9251.400000000001
"Wilson, Brock and Johnson",Front See,414.33,33,13672.89,2025-02-12,Moda,Sul,Cartão de Crédito,0,Joseph Ayala,Telemarketing,Black Friday,Roupas,2,13672.89
"Price, Jenkins and Wiggins",Attention Act,59.91,36,2156.76,2025-01-04,Alimentos,Nordeste,Pix,10,Bryan Jones,Telemarketing,Black Friday,Casa e Decoração,1,2156.7599999999998
Taylor-Blackwell,Suffer Per,411.26,16,6580.16,2025-02-25,Eletrônicos,Sul,Boleto,10,Matthew Miller,Loja Física,Liquidação de Verão,Roupas,2,6580.16
Gutierrez-Henry,Control Either,238.88,10,2388.8,2025-01-21,Eletrônicos,Rio de Janeiro,Dinheiro,5,Roberto Neal,Loja Física,Promoção de Natal,Saúde e Beleza,1,2388.8
Figueroa-Johnson,Firm Speech,404.39,97,39225.83,2025-02-25,Moda,São Paulo,Dinheiro,10,Tina Colon,Online,Liquidação de Verão,Roupas,2,39225.83
Jones-Martinez,Past Expect,336.99,77,25948.23,2025-01-01,Acessórios,São Paulo,Cartão de Crédito,5,Tracy Hansen,Loja Física,Nenhuma,Casa e Decoração,1,25948.23
Martinez-Murphy,House Cell,379.99,55,20899.45,2025-01-21,Eletrônicos,Nordeste,Boleto,20,Anthony Kirk,Loja Física,Promoção de Natal,Roupas,1,20899.45
Horn Inc,Something Raise,126.2,88,11105.6,2025-01-16,Eletrônicos,São Paulo,Boleto,10,Mark Huffman,Online,Liquidação de Verão,Eletrônicos,1,11105.6
Phillips LLC,Recent Market,188.08,35,6582.8,2025-02-07,Acessórios,Rio de Janeiro,Cartão de Crédito,10,Nicholas Davis,Loja Física,Liquidação de Verão,Saúde e Beleza,2,6582.8
Davis Ltd,Consider Unit,155.65,4,622.6,2025-01-12,Alimentos,Rio de Janeiro,Cartão de Crédito,0,Kevin Parker,Online,Liquidação de Verão,Eletrônicos,1,622.6
Moore-Ramos,Near Issue,17.45,38,663.1,2025-01-01,Eletrônicos,São Paulo,Cartão de Crédito,20,Jeffrey Cox,Telemarketing,Promoção de Natal,Roupas,1,663.1
"Brown, Wiggins and Frederick",Question Letter,486.27,56,27231.12,2025-02-06,Moda,Rio de Janeiro,Boleto,5,Laurie Lee,Telemarketing,Promoção de Natal,Saúde e Beleza,2,27231.12
"Kim, Gonzalez and Bass",Various Less,93.19,42,3913.98,2025-01-23,Alimentos,Rio de Janeiro,Cartão de Crédito,0,Mary Fitzgerald,Telemarketing,Black Friday,Roupas,1,3913.98
Thompson-Kelly,Us Eat,46.22,94,4344.68,2025-02-07,Acessórios,Sul,Dinheiro,0,Laura Clark,Online,Nenhuma,Roupas,2,4344.68
"Cross, Briggs and Best",Population People,396.2,79,31299.8,2025-02-25,Alimentos,Nordeste,Cartão de Crédito,5,Brent Castaneda,Telemarketing,Black Friday,Eletrônicos,2,31299.8
"Hunter, Phillips and Hopkins",Amount Town,177.84,57,10136.88,2025-01-19,Eletrônicos,Nordeste,Pix,0,Matthew Hensley,Loja Física,Liquidação de Verão,Eletrônicos,1,10136.880000000001
"Johnson, Brown and Garza",Design Participant,307.38,76,23360.88,2025-01-28,Acessórios,Nordeste,Boleto,20,Taylor Hancock,Online,Nenhuma,Casa e Decoração,1,23360.88
Riley-Greene,Machine Tell,38.34,59,2262.06,2025-02-05,Alimentos,Nordeste,Dinheiro,10,Marco Campbell,Online,Promoção de Natal,Roupas,2,2262.0600000000004
"Hernandez, Short and Thomas",Arm Thank,395.19,44,17388.36,2025-01-29,Acessórios,Nordeste,Pix,5,Andrew Bradley,Loja Física,Nenhuma,Saúde e Beleza,1,17388.36
"Williams, Collins and Perez",Book Society,289.09,19,5492.71,2025-02-03,Acessórios,São Paulo,Boleto,10,Charles Garcia,Telemarketing,Black Friday,Eletrônicos,2,5492.709999999999
Barnett Inc,Miss Although,267.28,81,21649.68,2025-01-02,Moda,São Paulo,Dinheiro,0,Lisa Miller,Telemarketing,Promoção de Natal,Roupas,1,21649.679999999997
"Miller, Wade and Cardenas",Rather Wrong,105.51,55,5803.05,2025-01-27,Moda,Rio de Janeiro,Cartão de Crédito,5,Ricardo Smith,Online,Black Friday,Casa e Decoração,1,5803.05
"Farrell, Robles and King",Ability Traditional,461.11,39,17983.29,2025-02-22,Eletrônicos,Nordeste,Dinheiro,20,Kaitlyn Campbell,Loja Física,Liquidação de Verão,Saúde e Beleza,2,17983.29
Booker-Shields,Change Officer,404.43,92,37207.56,2025-02-04,Moda,Nordeste,Boleto,10,David Black,Telemarketing,Nenhuma,Roupas,2,37207.56
Hoffman-Hays,Mouth Take,274.81,61,16763.41,2025-01-17,Acessórios,Sul,Dinheiro,20,Rebecca White,Online,Black Friday,Eletrônicos,1,16763.41
"Francis, Kennedy and Gonzalez",Strategy Establish,129.01,59,7611.59,2025-02-10,Moda,São Paulo,Boleto,0,Joshua Wong,Telemarketing,Promoção de Natal,Saúde e Beleza,2,7611.589999999999
"Juarez, Mckinney and Fisher",Question Standard,495.32,96,47550.72,2025-02-11,Alimentos,Sul,Boleto,5,Amy Wallace,Telemarketing,Nenhuma,Roupas,2,47550.72
Bryant Inc,We Manager,411.24,21,8636.04,2025-01-12,Eletrônicos,São Paulo,Cartão de Crédito,10,Sara Maddox,Online,Black Friday,Roupas,1,8636.04
Brooks-Jones,Somebody Fast,464.89,1,464.89,2025-01-26,Alimentos,Nordeste,Dinheiro,10,Bradley Cox,Loja Física,Nenhuma,Eletrônicos,1,464.89
Cook and Sons,Painting Break,71.79,29,2081.91,2025-02-26,Eletrônicos,Rio de Janeiro,Boleto,10,Gabrielle Day,Telemarketing,Nenhuma,Casa e Decoração,2,2081.9100000000003
Mullins Ltd,Rich Street,178.45,51,9100.95,2025-02-24,Alimentos,São Paulo,Cartão de Crédito,0,Patricia Villa,Telemarketing,Liquidação de Verão,Eletrônicos,2,9100.949999999999
Williams Group,Agent Thought,57.23,92,5265.16,2025-01-13,Eletrônicos,São Paulo,Pix,20,Katelyn Ramos,Online,Black Friday,Roupas,1,5265.16
Guzman Ltd,Could Number,421.69,30,12650.7,2025-01-02,Eletrônicos,Rio de Janeiro,Cartão de Crédito,20,Diane Marshall,Telemarketing,Promoção de Natal,Saúde e Beleza,1,12650.7
"Boyd, Olson and Marquez",We Same,242.08,14,3389.12,2025-02-15,Moda,Nordeste,Dinheiro,20,Anthony Miller,Online,Promoção de Natal,Saúde e Beleza,2,3389.1200000000003
Lopez-Williams,Garden Company,261.1,81,21149.1,2025-01-21,Acessórios,São Paulo,Cartão de Crédito,20,Grant Barnes,Telemarketing,Nenhuma,Eletrônicos,1,21149.100000000002
Davis Group,Few Throughout,316.62,80,25329.6,2025-02-26,Alimentos,Nordeste,Pix,20,Leslie Olsen,Online,Promoção de Natal,Saúde e Beleza,2,25329.6
"Raymond, Austin and Thomas",Bill Our,300.01,50,15000.5,2025-01-17,Acessórios,Sul,Pix,5,Hunter Trujillo,Online,Black Friday,Roupas,1,15000.5
Christensen-Mitchell,House Blue,282.76,32,9048.32,2025-01-02,Eletrônicos,Sul,Boleto,20,Andrea Turner,Online,Black Friday,Roupas,1,9048.32
"Aguilar, Miller and Diaz",Near Final,424.9,82,34841.8,2025-02-08,Moda,Nordeste,Boleto,20,Brian Lee,Loja Física,Nenhuma,Eletrônicos,2,34841.799999999996
Washington Inc,Than Once,175.68,42,7378.56,2025-02-17,Acessórios,Nordeste,Pix,10,Brett Kennedy,Telemarketing,Nenhuma,Casa e Decoração,2,7378.56
Clarke Inc,History May,73.42,1,73.42,2025-02-26,Moda,Nordeste,Cartão de Crédito,0,Lisa Hernandez,Telemarketing,Liquidação de Verão,Saúde e Beleza,2,73.42
Bailey-Barker,Decision Stock,228.24,7,1597.68,2025-01-15,Moda,Nordeste,Pix,10,Casey Henderson,Online,Promoção de Natal,Eletrônicos,1,1597.68
Rubio-Hernandez,Year Research,416.86,60,25011.6,2025-02-08,Eletrônicos,Nordeste,Cartão de Crédito,20,Timothy Perry,Online,Black Friday,Saúde e Beleza,2,25011.600000000002
Francis Group,After Current,302.28,20,6045.6,2025-01-06,Moda,Rio de Janeiro,Cartão de Crédito,10,Steven Pearson,Telemarketing,Black Friday,Eletrônicos,1,6045.599999999999
"Smith, Jordan and West",Yet Their,154.89,84,13010.76,2025-01-08,Alimentos,São Paulo,Dinheiro,20,Kayla Kramer,Telemarketing,Black Friday,Saúde e Beleza,1,13010.759999999998
"Turner, Miller and Norman",Upon Ability,421.49,12,5057.88,2025-02-20,Eletrônicos,Rio de Janeiro,Cartão de Crédito,5,Kevin Smith,Telemarketing,Black Friday,Roupas,2,5057.88
Ashley-Barker,Determine Edge,277.9,27,7503.3,2025-01-24,Eletrônicos,Sul,Cartão de Crédito,20,Heather Rhodes,Telemarketing,Black Friday,Roupas,1,7503.299999999999
"Huerta, Horne and Thompson",Cut Career,95.69,65,6219.85,2025-01-21,Alimentos,São Paulo,Pix,0,Sean Hayes,Loja Física,Promoção de Natal,Roupas,1,6219.849999999999
"Black, Miller and Brown",Scene Thus,116.1,81,9404.1,2025-01-31,Acessórios,Nordeste,Boleto,10,Robert Brown,Loja Física,Black Friday,Casa e Decoração,1,9404.1
Miller LLC,Within Owner,123.27,63,7766.01,2025-01-30,Acessórios,São Paulo,Boleto,5,Nathan Hopkins,Telemarketing,Liquidação de Verão,Eletrônicos,1,7766.009999999999
"Whitaker, Chavez and Martin",Security Ago,219.8,90,19782.0,2025-02-09,Moda,Nordeste,Cartão de Crédito,5,Cynthia Gill,Loja Física,Nenhuma,Eletrônicos,2,19782.0
"Kaufman, Delgado and Jordan",Industry Style,276.59,94,25999.46,2025-01-23,Moda,Nordeste,Dinheiro,5,Jonathan Smith,Loja Física,Black Friday,Eletrônicos,1,25999.46
Pittman-Hess,Check Some,367.2,80,29376.0,2025-01-14,Acessórios,Rio de Janeiro,Dinheiro,10,Kristopher Lee,Loja Física,Liquidação de Verão,Casa e Decoração,1,29376.0
Combs-Garcia,Tell Recently,13.48,96,1294.08,2025-02-20,Acessórios,São Paulo,Cartão de Crédito,0,Jason Solis,Loja Física,Promoção de Natal,Saúde e Beleza,2,1294.08
Hensley-Schwartz,Drive Group,389.9,87,33921.3,2025-02-12,Alimentos,São Paulo,Boleto,5,Jamie Smith,Telemarketing,Promoção de Natal,Saúde e Beleza,2,33921.299999999996
Curry Inc,You Before,403.28,31,12501.68,2025-02-16,Alimentos,Sul,Cartão de Crédito,0,Amy Barron,Loja Física,Liquidação de Verão,Roupas,2,12501.679999999998
Richardson PLC,Tonight Learn,34.35,3,103.05,2025-01-24,Eletrônicos,Sul,Dinheiro,10,Sonia Williams,Loja Física,Black Friday,Saúde e Beleza,1,103.05000000000001
"Craig, Greene and Jackson",Much Fund,52.56,15,788.4,2025-01-23,Alimentos,Nordeste,Pix,10,Mrs. Nancy Anderson MD,Online,Promoção de Natal,Eletrônicos,1,788.4000000000001
Freeman-Brown,Short Season,489.13,21,10271.73,2025-02-10,Acessórios,Nordeste,Boleto,0,Jason Harrison,Online,Liquidação de Verão,Saúde e Beleza,2,10271.73
"Harrell, Peterson and Esparza",War Television,171.53,98,16809.94,2025-02-14,Moda,Nordeste,Dinheiro,5,Stacy Austin,Online,Black Friday,Casa e Decoração,2,16809.94
Rios Group,Reduce Eight,30.06,98,2945.88,2025-01-15,Acessórios,Nordeste,Pix,10,Cassandra Francis,Telemarketing,Promoção de Natal,Casa e Decoração,1,2945.8799999999997
Cooper-Hoffman,Reality Discuss,179.97,56,10078.32,2025-02-26,Acessórios,Sul,Cartão de Crédito,20,Christine Morales,Online,Black Friday,Roupas,2,10078.32
"Henry, Cummings and Fisher",Across Remember,488.15,50,24407.5,2025-01-05,Eletrônicos,Rio de Janeiro,Boleto,5,Natalie Lawson,Loja Física,Nenhuma,Casa e Decoração,1,24407.5
"Anderson, Anderson and Mckenzie",Can Account,83.5,72,6012.0,2025-02-05,Alimentos,Nordeste,Pix,0,Todd Cordova,Loja Física,Nenhuma,Roupas,2,6012.0
Hammond-Morris,Him Current,150.15,65,9759.75,2025-02-10,Moda,Nordeste,Cartão de Crédito,10,Tracey Carpenter,Loja Física,Nenhuma,Casa e Decoração,2,9759.75
"Hale, Lin and Mcdaniel",Use Culture,446.07,56,24979.92,2025-02-18,Acessórios,Nordeste,Pix,0,Cynthia Martinez MD,Online,Promoção de Natal,Roupas,2,24979.92
Dyer LLC,Candidate Enjoy,320.6,41,13144.6,2025-02-07,Acessórios,Sul,Cartão de Crédito,5,Theresa Johnson,Loja Física,Black Friday,Casa e Decoração,2,13144.6
"Hensley, Pearson and Diaz",Than Throw,352.89,8,2823.12,2025-02-07,Acessórios,São Paulo,Boleto,5,Lorraine Cruz,Loja Física,Nenhuma,Roupas,2,2823.12
Diaz Group,Character Brother,39.72,60,2383.2,2025-02-13,Alimentos,Rio de Janeiro,Cartão de Crédito,20,Leah Brown,Telemarketing,Nenhuma,Roupas,2,2383.2
Hogan-Ramos,Mean The,244.35,71,17348.85,2025-02-14,Moda,Sul,Boleto,5,Edward Green,Telemarketing,Black Friday,Roupas,2,17348.85
Turner-Walker,Ability Building,380.77,20,7615.4,2025-01-03,Eletrônicos,Rio de Janeiro,Cartão de Crédito,10,Cassandra Wright,Telemarketing,Promoção de Natal,Saúde e Beleza,1,7615.4
"Dorsey, Nelson and Freeman",Small Middle,61.27,84,5146.68,2025-02-19,Acessórios,Rio de Janeiro,Pix,0,Jeffrey Schwartz,Loja Física,Black Friday,Roupas,2,5146.68
"Schroeder, Rodriguez and Brown",Discuss Mention,19.2,21,403.2,2025-01-19,Eletrônicos,Sul,Pix,5,Gabriela Fox,Loja Física,Nenhuma,Casa e Decoração,1,403.2
Davis and Sons,Off Above,141.07,21,2962.47,2025-02-26,Alimentos,Nordeste,Pix,5,Michele Davidson,Loja Física,Nenhuma,Saúde e Beleza,2,2962.47
"Barrett, Patton and Thomas",Similar Would,411.4,52,21392.8,2025-01-25,Eletrônicos,Nordeste,Cartão de Crédito,0,Charles Aguirre,Loja Física,Nenhuma,Saúde e Beleza,1,21392.8
Oliver and Sons,Investment Address,70.84,65,4604.6,2025-01-22,Eletrônicos,Rio de Janeiro,Pix,0,Kari Jones,Online,Nenhuma,Saúde e Beleza,1,4604.6
Fox-Berger,Sometimes Development,354.64,3,1063.92,2025-01-28,Moda,São Paulo,Cartão de Crédito,20,Tammy Davis,Online,Black Friday,Saúde e Beleza,1,1063.92
Moreno-Williams,Capital Assume,236.36,30,7090.8,2025-02-01,Moda,São Paulo,Cartão de Crédito,0,Blake Ford,Telemarketing,Promoção de Natal,Roupas,2,7090.8
"Miles, Brown and Russell",Enjoy Mr,211.8,29,6142.2,2025-02-19,Eletrônicos,Sul,Pix,10,Joseph Green,Loja Física,Nenhuma,Saúde e Beleza,2,6142.200000000001
Wilcox Ltd,And Magazine,456.26,93,42432.18,2025-02-16,Alimentos,São Paulo,Cartão de Crédito,10,Michelle Hunt,Loja Física,Liquidação de Verão,Saúde e Beleza,2,42432.18
Morris PLC,Behind Choose,404.72,98,39662.56,2025-01-10,Acessórios,Nordeste,Dinheiro,20,Tara Gregory,Telemarketing,Nenhuma,Saúde e Beleza,1,39662.560000000005
Mcdonald PLC,Man Security,463.22,58,26866.76,2025-01-27,Eletrônicos,Nordeste,Boleto,0,Keith Stanley,Online,Promoção de Natal,Roupas,1,26866.760000000002
Moss-Gonzalez,Indeed His,10.42,29,302.18,2025-02-13,Moda,Rio de Janeiro,Dinheiro,10,Jason Moss,Telemarketing,Black Friday,Casa e Decoração,2,302.18
Irwin PLC,Child Ten,444.87,58,25802.46,2025-01-25,Moda,Sul,Boleto,5,Nancy Armstrong,Online,Promoção de Natal,Saúde e Beleza,1,25802.46
Becker-Stephens,Wife Short,380.95,19,7238.05,2025-02-09,Acessórios,São Paulo,Pix,20,Amber Bailey,Online,Promoção de Natal,Casa e Decoração,2,7238.05
Campbell Ltd,Alone Few,129.52,82,10620.64,2025-01-01,Moda,Rio de Janeiro,Cartão de Crédito,5,Anthony Diaz,Telemarketing,Liquidação de Verão,Saúde e Beleza,1,10620.640000000001
Snyder-Harrington,Who Member,15.98,32,511.36,2025-01-23,Eletrônicos,Rio de Janeiro,Pix,20,Kevin Hunter,Telemarketing,Nenhuma,Eletrônicos,1,511.36
Wilson-Graham,Expert Pay,246.95,98,24201.1,2025-02-07,Eletrônicos,Sul,Dinheiro,20,Dustin Villarreal,Online,Nenhuma,Casa e Decoração,2,24201.1
Smith Ltd,Certain Share,208.76,83,17327.08,2025-01-24,Moda,Rio de Janeiro,Cartão de Crédito,0,Gregory Washington,Online,Promoção de Natal,Saúde e Beleza,1,17327.079999999998
Rollins-Mcdonald,Thank Movie,436.74,84,36686.16,2025-01-07,Alimentos,São Paulo,Dinheiro,5,Justin Brown,Telemarketing,Black Friday,Eletrônicos,1,36686.16
"Mills, Cox and Hicks",Whether Sign,30.64,60,1838.4,2025-02-02,Moda,Nordeste,Boleto,0,Maria Hayden,Loja Física,Liquidação de Verão,Eletrônicos,2,1838.4
Lopez Group,Glass Speak,431.43,87,37534.41,2025-01-09,Alimentos,São Paulo,Dinheiro,5,Jennifer Hernandez,Telemarketing,Liquidação de Verão,Casa e Decoração,1,37534.41
"Sweeney, Walker and Brown",Decision Television,179.18,90,16126.2,2025-02-18,Moda,São Paulo,Cartão de Crédito,5,Stephen Williams,Loja Física,Nenhuma,Eletrônicos,2,16126.2
Gordon Group,Most Activity,280.07,66,18484.62,2025-01-14,Alimentos,São Paulo,Cartão de Crédito,20,Haley Meza,Online,Promoção de Natal,Eletrônicos,1,18484.62
Lin Inc,Guy Main,259.34,48,12448.32,2025-01-17,Moda,Sul,Cartão de Crédito,0,Diana Perez,Loja Física,Black Friday,Casa e Decoração,1,12448.32
Gibson-Case,Later Order,465.4,49,22804.6,2025-02-11,Acessórios,São Paulo,Cartão de Crédito,20,Rebecca Baker,Loja Física,Nenhuma,Roupas,2,22804.6
"Ortiz, Strickland and Horn",East Themselves,301.8,88,26558.4,2025-01-16,Acessórios,Nordeste,Dinheiro,0,Christopher Anderson,Loja Física,Liquidação de Verão,Saúde e Beleza,1,26558.4
Burke LLC,Grow Either,451.35,44,19859.4,2025-01-02,Acessórios,Nordeste,Pix,20,Deanna Bell,Online,Promoção de Natal,Casa e Decoração,1,19859.4
Curry PLC,Left Remember,105.78,30,3173.4,2025-01-09,Alimentos,São Paulo,Boleto,5,Colton Carpenter,Telemarketing,Black Friday,Eletrônicos,1,3173.4
Smith-Taylor,Line Program,88.46,32,2830.72,2025-01-08,Acessórios,Sul,Dinheiro,10,Rebecca Rogers,Telemarketing,Black Friday,Saúde e Beleza,1,2830.72
Michael-Garcia,Tree Feel,120.76,89,10747.64,2025-01-07,Moda,São Paulo,Pix,5,Tina Pittman,Telemarketing,Black Friday,Saúde e Beleza,1,10747.640000000001
Ward-Brown,Amount Various,478.98,60,28738.8,2025-01-12,Alimentos,Nordeste,Boleto,5,Stephanie Clark,Loja Física,Black Friday,Roupas,1,28738.800000000003
Norman Group,They True,378.03,82,30998.46,2025-02-19,Moda,São Paulo,Cartão de Crédito,5,Shelby Huang,Loja Física,Liquidação de Verão,Saúde e Beleza,2,30998.46
Bray-Mendez,Trade Someone,179.98,51,9178.98,2025-01-21,Acessórios,Sul,Cartão de Crédito,10,Caleb Henry,Online,Black Friday,Roupas,1,9178.98
Haas-Schultz,Behind Month,141.78,8,1134.24,2025-01-19,Alimentos,São Paulo,Dinheiro,10,Barry Ruiz,Loja Física,Promoção de Natal,Saúde e Beleza,1,1134.24
Brown Group,Game Little,337.74,11,3715.14,2025-02-25,Alimentos,São Paulo,Cartão de Crédito,5,Jason Brown,Telemarketing,Nenhuma,Casa e Decoração,2,3715.1400000000003
Brown-Mays,Sit Purpose,451.97,80,36157.6,2025-02-07,Alimentos,Rio de Janeiro,Cartão de Crédito,20,Anthony Byrd,Telemarketing,Black Friday,Saúde e Beleza,2,36157.600000000006
"Adkins, Bryan and Brown",Defense Mention,400.41,50,20020.5,2025-01-24,Eletrônicos,Sul,Dinheiro,10,Terri Hernandez,Telemarketing,Promoção de Natal,Roupas,1,20020.5
Hall-Esparza,During Inside,201.98,92,18582.16,2025-01-17,Acessórios,Sul,Boleto,10,Brenda Lopez,Online,Black Friday,Saúde e Beleza,1,18582.16
"Becker, Martin and Spencer",Quite Add,387.65,64,24809.6,2025-02-16,Acessórios,São Paulo,Boleto,20,Zachary Ferguson,Online,Liquidação de Verão,Saúde e Beleza,2,24809.6
Parrish LLC,Spring Official,459.76,49,22528.24,2025-01-30,Eletrônicos,São Paulo,Boleto,5,Kristin Hunt,Online,Black Friday,Casa e Decoração,1,22528.239999999998
Martinez-Parks,Own Message,100.21,68,6814.28,2025-01-20,Alimentos,Nordeste,Boleto,0,Carly Colon,Telemarketing,Liquidação de Verão,Eletrônicos,1,6814.28
Anderson LLC,Court Again,496.22,58,28780.76,2025-02-22,Moda,Nordeste,Pix,5,John Paul,Online,Liquidação de Verão,Roupas,2,28780.760000000002
Rowe LLC,Congress Blue,279.27,94,26251.38,2025-01-15,Eletrônicos,Nordeste,Boleto,5,Yolanda Evans,Telemarketing,Black Friday,Saúde e Beleza,1,26251.379999999997
Jones-Pugh,Subject That,47.37,65,3079.05,2025-02-23,Moda,Nordeste,Pix,20,Julie Rubio,Telemarketing,Black Friday,Roupas,2,3079.0499999999997
Anderson Group,Necessary Individual,313.95,17,5337.15,2025-02-04,Moda,Sul,Cartão de Crédito,10,Donald Watson,Online,Black Friday,Casa e Decoração,2,5337.15
Thompson-Jones,Someone Such,266.96,97,25895.12,2025-02-17,Moda,Sul,Dinheiro,10,Veronica Carrillo,Loja Física,Promoção de Natal,Roupas,2,25895.12
Walker-Black,Less Baby,99.1,28,2774.8,2025-02-15,Acessórios,Rio de Janeiro,Boleto,5,Alejandro Martinez,Online,Black Friday,Eletrônicos,2,2774.7999999999997
Jensen-Mckay,North Not,124.01,37,4588.37,2025-02-10,Acessórios,Nordeste,Dinheiro,20,Douglas Barnes,Loja Física,Nenhuma,Casa e Decoração,2,4588.37
Burns-Rowe,Along True,46.25,98,4532.5,2025-01-21,Moda,Rio de Janeiro,Cartão de Crédito,20,Teresa Torres,Telemarketing,Liquidação de Verão,Saúde e Beleza,1,4532.5
Vega-Wang,Sell Hundred,236.72,9,2130.48,2025-02-11,Alimentos,Rio de Janeiro,Cartão de Crédito,20,Todd Hart,Telemarketing,Black Friday,Saúde e Beleza,2,2130.48
Garcia-Nguyen,Animal Prepare,78.47,75,5885.25,2025-01-24,Eletrônicos,Sul,Cartão de Crédito,10,Jason Savage,Online,Black Friday,Roupas,1,5885.25
Sanders Group,Foot Nature,391.27,75,29345.25,2025-02-19,Alimentos,São Paulo,Pix,0,David Wong,Online,Nenhuma,Roupas,2,29345.25
Marshall-Love,Against Trouble,242.48,51,12366.48,2025-02-05,Alimentos,Nordeste,Cartão de Crédito,5,Jon Hall,Loja Física,Black Friday,Casa e Decoração,2,12366.48
Freeman Group,Collection Never,175.18,44,7707.92,2025-01-03,Alimentos,São Paulo,Cartão de Crédito,10,Jessica Hansen,Online,Liquidação de Verão,Casa e Decoração,1,7707.92
Bowers-Campbell,Accept Voice,435.5,63,27436.5,2025-01-04,Eletrônicos,Nordeste,Cartão de Crédito,5,Victoria Moreno,Online,Liquidação de Verão,Casa e Decoração,1,27436.5
Daniels-Gray,Bad Sort,84.08,25,2102.0,2025-02-21,Acessórios,Sul,Dinheiro,10,Matthew Perez,Online,Nenhuma,Eletrônicos,2,2102.0
Simmons LLC,I Tax,83.93,5,419.65,2025-02-04,Alimentos,São Paulo,Pix,20,Kathleen Matthews,Online,Nenhuma,Saúde e Beleza,2,419.65000000000003
Phillips-Holmes,Themselves Lead,98.12,31,3041.72,2025-02-02,Moda,Nordeste,Dinheiro,10,Jessica Patterson,Online,Promoção de Natal,Casa e Decoração,2,3041.7200000000003
Clark-Simon,Natural Side,339.15,13,4408.95,2025-01-21,Acessórios,Rio de Janeiro,Pix,0,Margaret Krause,Telemarketing,Liquidação de Verão,Roupas,1,4408.95
Vasquez-Cook,Adult Quality,61.89,22,1361.58,2025-02-25,Moda,Rio de Janeiro,Dinheiro,20,Timothy Patterson,Telemarketing,Nenhuma,Casa e Decoração,2,1361.58
Johnson and Sons,Wall North,426.69,33,14080.77,2025-02-16,Moda,São Paulo,Dinheiro,0,James Wilcox,Online,Nenhuma,Eletrônicos,2,14080.77
"Nguyen, Carlson and Peterson",Else Owner,222.17,77,17107.09,2025-02-10,Acessórios,Sul,Pix,10,Jason Vaughn,Loja Física,Nenhuma,Saúde e Beleza,2,17107.09
"Jones, Ward and Jackson",Indicate Very,72.11,30,2163.3,2025-02-14,Acessórios,Sul,Cartão de Crédito,10,Amanda Anderson,Online,Nenhuma,Saúde e Beleza,2,2163.3
Simon-Mann,Candidate Number,421.49,38,16016.62,2025-01-27,Moda,Sul,Dinheiro,0,Suzanne Oliver,Loja Física,Promoção de Natal,Roupas,1,16016.62
"Randolph, Garcia and Johnson",Fact Region,313.52,6,1881.12,2025-01-06,Eletrônicos,Nordeste,Dinheiro,10,Nathaniel Palmer,Online,Black Friday,Eletrônicos,1,1881.12
Barton-Carter,Stop Head,354.64,53,18795.92,2025-02-07,Acessórios,Nordeste,Dinheiro,10,Shane Avery,Online,Liquidação de Verão,Saúde e Beleza,2,18795.92
